"name","ncaa_name","reference_name","logos","conference","conference_2","url_conference","primary","secondary","tertiary","quaternary","background","border"
"Florida Atlantic Owls","Fla. Atlantic","Florida Atlantic","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fla-atlantic.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#003366","#CC0000","#8A8D8F","#CCCCCC","#003865","#A6192E"
"Florida Gators","Florida","Florida ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida.svg","SEC","SEC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Southeastern_Conference_logo.svg/1200px-Southeastern_Conference_logo.svg.png","#0021A5","#FA4616",NA,NA,"#264279","#F8D366"
"Florida A&M Rattlers","Florida A&M","Florida A&M","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-am.svg","MEAC","MEAC","https://fbschedules.com/wp-content/uploads/2019/07/meac.png","#F4811F","#008344",NA,NA,"#481a72","#f7b04d"
"Florida State Seminoles","Florida St.","Florida State ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/florida-st.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#782F40","#CEB888","#ffffff","#000000","#204c88","#A8A9AB"
"Fordham Rams","Fordham","Fordham","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fordham.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#860038","#ffffff",NA,NA,"#cf352a","#000000"
"Fresno State","Fresno St.","Fresno State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/fresno-st.svg","Mountain West","MWC","https://sportslogohistory.com/wp-content/uploads/2018/03/mountain_west_conference_2011-pres.png","#DB0032","#002E6D","#007934",NA,"#4a317a","#AFAFAF"
"Furman Paladins","Furman","Furman","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/furman.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#582C83","#ffffff",NA,NA,"#001489","#da291c"
"Ga. Southern","Ga. Southern","Ga. Southern","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ga-southern.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#011E41","#A3AAAE","#87714D",NA,"#205296","#F3BA44"
"Gardner-Webb","Gardner-Webb","Gardner-Webb","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gardner-webb.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#A6192E","#000000",NA,NA,"#0082cc","#ec7422"
"George Mason Patriots","George Mason","George Mason","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/george-mason.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#006633","#FFCC33","#000000",NA,"#cf352a","#000000"
"George Washington Colonials","George Washington","George Washington","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/george-washington.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#E2CB92","#002654",NA,NA,"#cf352a","#000000"
"Georgetown Hoyas","Georgetown","Georgetown ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgetown.svg","Big East","Big East","https://sportslogohistory.com/wp-content/uploads/2017/12/big_east_conference_2005-pres.png","#041E42","#8D817B",NA,NA,"#163e79","#DA3742"
"Georgia Bulldogs","Georgia","Georgia","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia.svg","SEC","SEC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Southeastern_Conference_logo.svg/1200px-Southeastern_Conference_logo.svg.png","#BA0C2F","#000000","#ffffff",NA,"#264279","#F8D366"
"Georgia Southern Eagles","Georgia Southern Eagles","Georgia Southern","https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Georgia_Southern_Eagles_logo.svg/400px-Georgia_Southern_Eagles_logo.svg.png","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#011E41","#A3AAAE","#87714D",NA,"#205296","#F3BA44"
"Georgia State Panthers","Georgia St.","Georgia State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-st.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#0039A6","#C60C30","#000000",NA,"#205296","#F3BA44"
"Georgia Tech","Georgia Tech","Georgia Tech ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/georgia-tech.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#B3A369","#003057","#A28D5B",NA,"#204c88","#A8A9AB"
"Gonzaga Bulldogs","Gonzaga","Gonzaga ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/gonzaga.svg","WCC","WCC","https://sportslogohistory.com/wp-content/uploads/2018/01/west_coast__conference_2012-pres.png","#041E42","#C8102E","#C1C6C8",NA,"#10225e","#862B30"
"Grambling","Grambling","Grambling","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grambling.svg","SWAC","SWAC","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Southwestern_Athletic_Conference_logo.svg/250px-Southwestern_Athletic_Conference_logo.svg.png","#000000","#ECAA00",NA,NA,"#ed192d","#000000"
"Grand Canyon Antelopes","Grand Canyon","Grand Canyon ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/grand-canyon.svg","WAC","WAC","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Western_Athletic_Conference_Logo.svg/250px-Western_Athletic_Conference_Logo.svg.png","#522398","#000000",NA,NA,"#98002e","#d9d4cc"
"Green Bay","Green Bay","Green Bay","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/green-bay.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#006747","#9D2235","#8A8D8F",NA,"#de7c00","#000000"
"Hampton Pirates","Hampton","Hampton","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/hampton.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#265198","#ffffff",NA,NA,"#0082cc","#ec7422"
"Hartford Hawks","Hartford","Hartford ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/hartford.svg","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#C02427","#0F0708",NA,NA,"#141b4d","#00b5e2"
"Harvard Crimson","Harvard Crimson","Harvard","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Harvard_Crimson_logo.svg/200px-Harvard_Crimson_logo.svg.png","Ivy","Ivy","https://sportslogohistory.com/wp-content/uploads/2019/05/ivy_league_2000-pres.png","#A41034","#000000","#808285","#B6B6B6","#01563f","#01563f"
"Hawaii","Hawaii","Hawaii","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/hawaii.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#024731","#C8C8C8","#000000",NA,"#091359","#961E45"
"High Point Panthers","High Point","High Point","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/high-point.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#330072","#ffffff",NA,NA,"#0082cc","#ec7422"
"Hofstra Pride","Hofstra","Hofstra","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/hofstra.svg","CAA","CAA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Colonial_Athletic_Association_2013_logo.png/250px-Colonial_Athletic_Association_2013_logo.png","#FDC82F","#003591",NA,NA,"#002649","#ffffff"
"Holy Cross","Holy Cross","Holy Cross","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/holy-cross.svg","Patriot","Patriot","https://sportslogohistory.com/wp-content/uploads/2019/05/patriot_league_2000-pres.png","#602D89","#ffffff",NA,NA,"#1d366b","#DA3637"
"Houston Baptist Huskies","Houston Baptist","Houston Baptist","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/houston-baptist.svg","Southland","Southland","https://www.southland.org/images/main_logo.png","#00529C","#F85512",NA,NA,"#002649","#ffffff"
"Houston Cougars","Houston","Houston ","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Houston_Cougars_primary_logo.svg/630px-Houston_Cougars_primary_logo.svg.png","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#C8102E","#76232F","#B2B4B2",NA,"#0a1f3f","#D0392B"
"Howard Bison","Howard","Howard","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/howard.svg","MEAC","MEAC","https://fbschedules.com/wp-content/uploads/2019/07/meac.png","#003A63","#ffffff",NA,NA,"#481a72","#f7b04d"
"Idaho State Bengals","Idaho","Idaho","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/idaho.svg","Big Sky","Big Sky","https://sportslogohistory.com/wp-content/uploads/2019/05/big_sky_conference_2013-pres.png","#000000","#F9A81A",NA,NA,"#015dab","#70CEE4"
"Idaho Vandals","Idaho St.","Idaho State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/idaho-st.svg","Big Sky","Big Sky","https://sportslogohistory.com/wp-content/uploads/2019/05/big_sky_conference_2013-pres.png","#EAAB00","#86754D","#808080","#000000","#015dab","#70CEE4"
"Illinois","Illinois","Illinois ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/illinois.svg","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#13294B","#E84A27",NA,NA,"#0088ce","#000000"
"Illinois State Redbirds","Illinois St.","Illinois State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/illinois-st.svg","MVC","MVC","https://sportslogohistory.com/wp-content/uploads/2018/03/missouri_valley_conference_logo.png","#CE1126","#F9DD16","#000000",NA,"#e51636","#18468b"
"Indiana Hoosiers","Indiana","Indiana","https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Indiana_Hoosiers_logo.svg/300px-Indiana_Hoosiers_logo.svg.png","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#990000","#EEEDEB",NA,NA,"#0088ce","#000000"
"Indiana State Sycamores","Indiana St.","Indiana State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/indiana-st.svg","MVC","MVC","https://sportslogohistory.com/wp-content/uploads/2018/03/missouri_valley_conference_logo.png","#0142BC","#ffffff",NA,NA,"#e51636","#18468b"
"Iona","Iona","Iona ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/iona.svg","MAAC","MAAC","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Metro_Atlantic_Athletic_Conference_logo.svg/200px-Metro_Atlantic_Athletic_Conference_logo.svg.png","#6F2C3F","#F2A900",NA,NA,"#2d4ca0","#D03C40"
"Iowa Hawkeyes","Iowa","Iowa ","https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Iowa_Hawkeyes_logo.svg/1200px-Iowa_Hawkeyes_logo.svg.png","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#FFCD00","#000000",NA,NA,"#0088ce","#000000"
"Iowa State Cyclones","Iowa St.","Iowa State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/iowa-st.svg","Big 12","Big 12","https://sportslogohistory.com/wp-content/uploads/2019/10/big_12_conference_2019-pres.png","#C8102E","#F1BE48",NA,NA,"#b42b36","#B42B36"
"IUPUI","IUPUI","IUPUI","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/iupui.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#9D2235","#DFD1A7","#000000",NA,"#de7c00","#000000"
"Jackson State Tigers","Jackson St.","Jackson State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/jackson-st.svg","SWAC","SWAC","https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Southwestern_Athletic_Conference_logo.svg/250px-Southwestern_Athletic_Conference_logo.svg.png","#002147","#ffffff",NA,NA,"#ed192d","#000000"
"Jacksonville Dolphins","Jacksonville","Jacksonville","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/jacksonville.svg","ASUN","A-Sun","https://sportslogohistory.com/wp-content/uploads/2019/10/atlantic_sun_conference_2016-pres.png","#084E44","#ffffff",NA,NA,"#424448","#F1E44C"
"Jacksonville State Gamecocks","Jacksonville St.","Jacksonville State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/jacksonville-st.svg","OVC","OVC","https://sportslogohistory.com/wp-content/uploads/2019/05/ohio_valley_conference_2000-pres.png","#004E44","#898A8D","#BBBBBB","#000000","#a51341","#000000"
"James Madison Dukes","James Madison","James Madison","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/james-madison.svg","CAA","CAA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Colonial_Athletic_Association_2013_logo.png/250px-Colonial_Athletic_Association_2013_logo.png","#450084","#CBB677",NA,NA,"#002649","#ffffff"
"Kansas City","Kansas City","Missouri-Kansas City","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/umkc.svg","Summit League","Summit","https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Summit_League_logo.svg/250px-Summit_League_logo.svg.png","#0051BA","#E8000D","#FFC82D","#85898A","#215499","#939598"
"Kansas Jayhawks","Kansas","Kansas ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/kansas.svg","Big 12","Big 12","https://sportslogohistory.com/wp-content/uploads/2019/10/big_12_conference_2019-pres.png","#005293","#FECB00","#000000","#DCDDDE","#b42b36","#B42B36"
"Kansas State Wildcats","Kansas St.","Kansas State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/kansas-st.svg","Big 12","Big 12","https://sportslogohistory.com/wp-content/uploads/2019/10/big_12_conference_2019-pres.png","#512888","#D1D1D1","#A7A7A7","#ffffff","#b42b36","#B42B36"
"Kennesaw State Owls","Kennesaw St.","Kennesaw State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/kennesaw-st.svg","ASUN","A-Sun","https://sportslogohistory.com/wp-content/uploads/2019/10/atlantic_sun_conference_2016-pres.png","#FDBB30","#0B1315","#C5C6C8",NA,"#424448","#F1E44C"
"Kent State Golden Flashes","Kent St.","Kent State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/kent-st.svg","MAC","MAC","https://sportslogohistory.com/wp-content/uploads/2019/02/mid-american_conference_2008-pres.png","#002664","#EAAB00",NA,NA,"#142846","#479F66"
"Kentucky Wildcats","Kentucky","Kentucky","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/kentucky.svg","SEC","SEC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Southeastern_Conference_logo.svg/1200px-Southeastern_Conference_logo.svg.png","#0033A0","#ffffff","#000000",NA,"#264279","#F8D366"
"La Salle Explorers","La Salle","La Salle","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/la-salle.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#FFCC00","#003366",NA,NA,"#cf352a","#000000"
"Lafayette","Lafayette","Lafayette","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/lafayette.svg","Patriot","Patriot","https://sportslogohistory.com/wp-content/uploads/2019/05/patriot_league_2000-pres.png","#910029","#A8996E",NA,NA,"#1d366b","#DA3637"
"Lamar University","Lamar University","Lamar","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/lamar.svg","Southland","Southland","https://www.southland.org/images/main_logo.png","#E31937","#000000",NA,NA,"#002649","#ffffff"
"Lehigh Mountain Hawks","Lehigh","Lehigh","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/lehigh.svg","Patriot","Patriot","https://sportslogohistory.com/wp-content/uploads/2019/05/patriot_league_2000-pres.png","#4B2913","#ffffff",NA,NA,"#1d366b","#DA3637"
"Liberty Flames","Liberty","Liberty ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/liberty.svg","ASUN","A-Sun","https://sportslogohistory.com/wp-content/uploads/2019/10/atlantic_sun_conference_2016-pres.png","#990000","#0A254E",NA,NA,"#424448","#F1E44C"
"Lipscomb Bisons","Lipscomb","Lipscomb","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/lipscomb.svg","ASUN","A-Sun","https://sportslogohistory.com/wp-content/uploads/2019/10/atlantic_sun_conference_2016-pres.png","#331E54","#F4AA00","#000000",NA,"#424448","#F1E44C"
"Little Rock","Little Rock","Little Rock","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ualr.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#6E2639","#A7A9AC",NA,NA,"#205296","#F3BA44"
"LIU","LIU","Long Island University","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/liu-post.svg","NEC","NEC","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Northeast_Conference_logo.svg/1200px-Northeast_Conference_logo.svg.png","#231F20","#8A8D8F",NA,NA,"#0d67a4","#231f20"
"LMU (CA)","LMU (CA)","Loyola Marymount","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/loyola-marymount.svg","WCC","WCC","https://sportslogohistory.com/wp-content/uploads/2018/01/west_coast__conference_2012-pres.png","#B62B3A","#00447C","#617080","#231F20","#10225e","#862B30"
"Long Beach State","Long Beach St.","Cal State Long Beach","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/long-beach-st.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#FFC72A","#000000",NA,NA,"#091359","#961E45"
"Longwood Lancers","Longwood","Longwood","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/longwood.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#041E42","#ffffff",NA,NA,"#0082cc","#ec7422"
"Louisiana","Louisiana","Louisiana","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/lsu.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#CE181E","#0A0203","#C1C5C9","#F18C21","#205296","#F3BA44"
"Louisiana Tech Bulldogs","Louisiana Tech","Louisiana Tech","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/louisiana-tech.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#E31B23","#A2AAAD","#111111",NA,"#003865","#A6192E"
"Louisiana-Monroe","Louisiana-Monroe","Louisiana-Monroe","https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Louisiana_Monroe_Warhawks_workmark.svg/460px-Louisiana_Monroe_Warhawks_workmark.svg.png","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#800029","#BD955A","#646469","#DAD86D","#205296","#F3BA44"
"Louisville Cardinals","Louisville","Louisville","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/louisville.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#AD0000","#000000","#FDB913","#CCCCCC","#204c88","#A8A9AB"
"Loyola Chicago Ramblers","Loyola Chicago","Loyola (IL) ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/loyola-chicago.svg","MVC","MVC","https://sportslogohistory.com/wp-content/uploads/2018/03/missouri_valley_conference_logo.png","#922247","#FEBD18",NA,NA,"#e51636","#18468b"
"Loyola Maryland Greyhounds","Loyola Maryland","Loyola (MD)","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/loyola-maryland.svg","Patriot","Patriot","https://sportslogohistory.com/wp-content/uploads/2019/05/patriot_league_2000-pres.png","#00694E","#CACAC8",NA,NA,"#1d366b","#DA3637"
"LSU","LSU","Louisiana State ","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/LSU_Athletics_logo.svg/1200px-LSU_Athletics_logo.svg.png","SEC","SEC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Southeastern_Conference_logo.svg/1200px-Southeastern_Conference_logo.svg.png","#461D7C","#FDD023",NA,NA,"#264279","#F8D366"
"Maine Black Bears","Maine","Maine","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/maine.svg","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#003263","#B0D7FF","#AB0634","#908C89","#141b4d","#00b5e2"
"Manhattan","Manhattan","Manhattan","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/manhattan.svg","MAAC","MAAC","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Metro_Atlantic_Athletic_Conference_logo.svg/200px-Metro_Atlantic_Athletic_Conference_logo.svg.png","#00703C","#ffffff",NA,NA,"#2d4ca0","#D03C40"
"Marist","Marist","Marist","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/marist.svg","MAAC","MAAC","https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Metro_Atlantic_Athletic_Conference_logo.svg/200px-Metro_Atlantic_Athletic_Conference_logo.svg.png","#C8102E","#B2B2B2","#000000",NA,"#2d4ca0","#D03C40"
"Marquette Golden Eagles","Marquette","Marquette","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/marquette.svg","Big East","Big East","https://sportslogohistory.com/wp-content/uploads/2017/12/big_east_conference_2005-pres.png","#003366","#FFCC00",NA,NA,"#163e79","#DA3742"
"Marshall Thundering Herd","Marshall","Marshall","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/marshall.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#00B140","#A2AAAD","#693F23","#AD7C59","#003865","#A6192E"
"Maryland","Maryland","Maryland ","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/maryland.svg","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#E03A3E","#FFD520","#ffffff","#000000","#0088ce","#000000"
"Massachusetts","Massachusetts","Massachusetts","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/massachusetts.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#971B2F","#572932","#B1B3B3","#000000","#cf352a","#000000"
"Massachusetts-Lowell","Massachusetts-Lowell","Massachusetts-Lowell","https://upload.wikimedia.org/wikipedia/en/thumb/4/43/UMass_Lowell_River_Hawks_logo.svg/1200px-UMass_Lowell_River_Hawks_logo.svg.png","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#0067B1","#C8102E",NA,NA,"#141b4d","#00b5e2"
"McNeese","McNeese","McNeese State","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/mcneese-st.svg","Southland","Southland","https://www.southland.org/images/main_logo.png","#00529B","#FFD204",NA,NA,"#002649","#ffffff"
"Memphis Tigers","Memphis","Memphis","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/memphis.svg","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#003087","#898D8D",NA,NA,"#0a1f3f","#D0392B"
"Mercer Bears","Mercer","Mercer","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/mercer.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#CB5307","#000000",NA,NA,"#001489","#da291c"
"Merrimack","Merrimack","Merrimack","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/merrimack.svg","NEC","NEC","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Northeast_Conference_logo.svg/1200px-Northeast_Conference_logo.svg.png","#003768","#ffde00","#8c8a88",NA,"#0d67a4","#231f20"
"Miami (FL)","Miami (FL)","Miami (FL)","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/miami-fl.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#F47321","#005030","#ffffff",NA,"#204c88","#A8A9AB"
"Miami (OH)","Miami (OH)","Miami (OH)","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/miami-oh.svg","MAC","MAC","https://sportslogohistory.com/wp-content/uploads/2019/02/mid-american_conference_2008-pres.png","#B61E2E","#000000",NA,NA,"#142846","#479F66"
"Michigan Wolverines","Michigan","Michigan ","https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Michigan_Wolverines_logo.svg/1200px-Michigan_Wolverines_logo.svg.png","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#FFCB05","#00274C",NA,NA,"#0088ce","#000000"
"Michigan State Spartans","Michigan St.","Michigan State ","https://1000marcas.net/wp-content/uploads/2020/03/michigan-state-logo-1-600x480.png","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#00274C","#FFCB05",NA,NA,"#0088ce","#000000"
"Middle Tennessee","Middle Tenn.","Middle Tennessee","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/middle-tenn.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#0066CC","#69B3E7",NA,NA,"#003865","#A6192E"
"Milwaukee","Milwaukee","Milwaukee","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/milwaukee.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#FFBD00","#CCCCCC",NA,NA,"#de7c00","#000000"
"Minnesota Golden Gophers","Minnesota","Minnesota","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/minnesota.svg","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#7A0019","#FFCC33",NA,NA,"#0088ce","#000000"
